Model	Drug	AUC	iC50	D1_CONC	D5_CONC	perc.iC50
HCI001	FK866	0.952889745416643	8.20188845902245e-08	0.770132211538462	0.233774038461538	-1246.67222369613
HCI001	Fulvestrant	0.0868240522333404	74.0177037387914	0.58984375	0.4140625	1465.64316337841
HCI001	GDC-0449	0.233288290788011	6.33588873918135	10	0.0390625	90.9690303654613
HCI001	GDC0941	0.390431026773122	0.755742548520573	3.3625	0.653125	1.56140773816585
HCI001	GSK1120212	0.321484997768649	669.483491254295	0.770132211538462	0.233774038461538	667.661356991996
HCI001	GSK1904529A	0.253282002290026	22.266940798378	5	0.01953125	126.936292041583
HCI001	GSK2118436	0.241083281204525	6.69862245751651	7.70132211538461	2.33774038461538	88.2998429082309
HCI001	GSK269962A	0.0923330704518642	915.832279873624	4.09446022727273	0.925071022727273	334.973029606327
HCI001	GW 441756	0.0115655652009441	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI001	GW843682X (AN-13)	0.0642854467870752	3.72007597602084e-44	5	0.01953125	-1732.3929022973
HCI001	Gefitinib	0.129603572206197	1.34405857090807e+43	0.5	0.001953125	112.5
HCI001	Gemcitibine	0.187689352572217	73766951230577.4	10	0.0390625	634.326396866435
HCI001	INCB-18424	0.0367736074073077	2.68811714181614e+43	7.70132211538461	2.33774038461538	8316.57575990104
HCI001	JNJ-26854165	0.542643853272203	0.496237467999712	10	0.0390625	45.8396809883041
HCI001	JNK Inhibitor VIII	0.0317054772553405	1.3440586927523e+43	10	0.0390625	1715.62560794312
HCI001	JQ1	0.115265569241264	90877542097.7123	3.78480113636364	0.196599786931818	572.830119871252
HCI001	KU-55933	0.338880320254349	2.05637864381258	10	0.0390625	69.3069426644258
HCI001	LY317615	0.174034380228313	18.2269797983001	10	0.0390625	110.82594409141
HCI001	Lenalidomide	0.0978750246582178	5.4828216778843e+27	5	0.01953125	744.305791521096
HCI001	MK-2206	0.352620125305477	3.29427594942307	3.27556818181818	0.740056818181818	80.8008961745403
HCI001	NU-7441	0.221049465213859	0.923250849726206	2	0.0078125	83.8896520498276
HCI001	NVP-BEZ235	0.524468077731184	0.014607815012923	0.204723011363636	0.0462535511363636	-82.7341850678199
HCI001	Nilotinib	0.0900357112525189	2481.12393521289	2	0.0078125	179.563872729401
HCI001	Nutlin-3a	0.0471744787974204	1.34405857090807e+43	6.55113636363636	1.48011363636364	4509.20753833893
HCI001	OSI-906	0.12069532409734	12.213018860716	1.92533052884615	0.584435096153846	254.95669232819
HCI001	Obatoclax Mesylate	0.502265479194934	0.84138449607517	8.18892045454546	1.85014204545455	-68.278950914909
HCI001	PAC-1	0.199697430327439	8.18335409062761	7.70132211538461	2.33774038461538	105.092242738829
HCI001	PD-0325901	0.254627103991951	55.4809488045009	0.21015625	0.0408203125	317.365469757203
HCI001	PD-0332991	0.154162692993776	8.1965801935704e+21	3.27556818181818	0.740056818181818	1816.9679221535
HCI001	PD-173074	0.0689805068508406	1.34405857090807e+43	1.63778409090909	0.370028409090909	3909.28162174729
HCI001	PF-02341066	0.0974437711272127	956.045457875064	0.818892045454545	0.185014204545455	517.191731523825
HCI001	PF-4708671	0.616674957589582	0.139793762712891	8.18892045454546	1.85014204545455	-249.970848982474
HCI001	PF-562271	0.219555195534509	2.46181996825	7.70132211538461	2.33774038461538	4.33784375524307
HCI001	PF477736	0.185549445557651	1.10528155133229	1	0.00390625	101.805173975086
HCI001	PLX4720	0.133526585887049	1.82564386129228e+22	10	0.0390625	551.288394012465
HCI001	Paclitaxel	0.0532561045298885	6.69862245751651	0.01	3.90625e-05	217.346507898824
HCI001	RO-3306	0.0874563532792245	7.41373326596703e+22	4.09446022727273	0.925071022727273	2811.36630697166
HCI001	SB 216763	0.00964829620732559	2.68811714181614e+43	10	0.0390625	1861.84469992511
HCI001	SB-505124	0.070063922875948	672844955791.68	6.54119318181818	1.84370561079545	1445.67104419495
HCI001	SL 0101-1	0.0738896168702811	1.34405857090807e+43	10	0.0390625	1524.27716658398
HCI001	Sorafenib	0.213202891637281	1.3502642314527	4	0.015625	80.415521925259
HCI001	TW 37	0.163999734647464	2.46181996825	5	0.01953125	87.2224645896847
HCI001	Tamoxifen	0.441479632449898	0.83485485303748	4.09446022727273	0.925071022727273	-109.162721225499
HCI001	Vinblastine	0.336851428092914	0.176333901856939	0.1	0.000390625	96.3947518089349
HCI001	Vorinostat	0.287413607703008	2.46181996825	10	0.0390625	74.7224645896847
HCI001	XAV 939	0.240559394295673	6055.4181286651	5.58143028846154	1.17563100961538	548.708526051815
HCI001	YK 4-279	0.143916985542683	18.2269797983001	7.70132211538461	2.33774038461538	172.261842061219
HCI001	ZM-447439	0.245345834141279	3.06898502539691	3.27556818181818	0.740056818181818	87.5302257325983
HCI002	(5Z)-7-Oxozeaenol	0.155544328632651	3029.54610165068	7.70132211538461	2.33774038461538	348.582040282493
HCI002	17-AAG	0.219676610510465	0.881387722287317	1	0.00390625	89.7706808078444
HCI002	5-Fluorouracil	0.515122648032093	1.12750553985282	20	0.078125	47.7810727889944
HCI002	681640	0.0648220528232062	15688.5416297781	2	0.0078125	209.650105647506
HCI002	ABT-263	0.345335078134687	0.300468588273829	2	0.0078125	64.0327383238784
HCI002	AG-014699	0.0943535838163659	223975025.577726	5	0.01953125	356.193386877542
HCI002	AICAR	0.218714625253665	1220.61133576083	1674.57627118644	6.54131355932203	94.2975975811572
HCI002	AKT inhibitor VIII	0.187510816681642	4.4884233877351	5	0.01953125	98.0535084402024
HCI002	AMG-706	0.0579889385809504	8.96039054623338e+42	2	0.0078125	1293.957940016
HCI002	AZ628	0.0989913062632115	8.96039047272047e+42	1.63778409090909	0.370028409090909	3590.76002266588
HCI002	AZ960	0.42761984477504	1.3778800130123	7.70132211538461	2.33774038461538	-54.4355556518485
HCI002	AZD2281	0.0868478306751067	201396107955.337	5.27840909090909	1.47514204545455	1275.52010834383
HCI002	AZD6482	0.0690562377418507	1.34029727788022e+35	4.09446022727273	0.925071022727273	3224.09851986588
HCI002	AZD7762	0.215957447036881	1.68271423566474	2	0.0078125	96.5258698754315
HCI002	AZD8055	0.105934799811433	165.680323660112	1.63778409090909	0.370028409090909	396.571592441023
HCI002	Anastrozole	0.116884331000903	8.96039047272047e+42	8.10267857142857	1.93638392857143	4748.90244887349
HCI002	Axitinib	0.0502901337637409	367585234573.355	2	0.0078125	437.102026508379
HCI002	BI-2536	0.666228831913779	0.167164760806048	2.05769230769231	0.00803786057692308	20.1957220685568
HCI002	BIBW2992	0.0524308809791773	1.2143455526514e+30	0.5	0.001953125	675.11255556856
HCI002	BIRB 0796	0.0628483390807608	1.79207809454409e+43	10	0.0390625	1320.29250739922
HCI002	BMN-673	0.482610455467947	0.855754359050847	7.70132211538461	2.33774038461538	-88.0203553130436
HCI002	BMS-345541	0.144953446048066	33.0358548193623	7.70132211538461	2.33774038461538	172.261842061219
HCI002	BMS-536924	0.136321675238193	997401960742444416	3.27556818181818	0.740056818181818	1018.42081459729
HCI002	BMS-708163	0.0873108199349411	8.96039047272047e+42	4.09446022727273	0.925071022727273	-2235.63086157182
HCI002	BMS-754807	0.345704556037823	22304.1590475701	8.18892045454546	1.85014204545455	194.164901849352
HCI002	BX-795	0.222903465813262	4.82471890034153	5	0.01953125	94.4431604900299
HCI002	Bicalutamide	0.0950108308421618	369143951749.304	7.70132211538461	2.33774038461538	1876.69042486687
HCI002	Bosutinib	0.0542556228012666	8.96039047272047e+42	2	0.0078125	749.998848856667
HCI002	Bryostatin	0.0224847161117	2.68811714181614e+43	1	0.00390625	1903.3688011112
HCI002	CEP-701	0.1820118012472	13.1153464439014	2	0.0078125	133.832798693881
HCI002	CHIR-99021	0.151118762091626	49.4597422866068	8.18892045454546	1.85014204545455	216.596000376212
HCI002	Camptothecin	0.610095917098675	0.00311265419178367	0.1	0.000390625	30.2050393891043
HCI002	Carboplatin	0.142919441478164	134.950076306271	10	0.0390625	146.929423593136
HCI002	Cisplatin	0.176819801581866	8.62808866329189	7.31818181818182	0.0285866477272727	100.811638416621
HCI002	Cyclophosphamide	0.131987586410671	11021603333.2462	6.484375	3.5546875	3635.63928504698
HCI002	Docetaxel	0.129497589939741	1.34405857090807e+43	0.0125	4.8828125e-05	1041.89726127734
HCI002	EHT 1864	0.108346200519817	86.5223757430918	10	0.0390625	123.462161917015
HCI002	Embelin	0.168930392513457	7.24279794031646	10	0.0390625	92.7742043405476
HCI002	Epirubicin	0.670311213187113	0.149284424721969	6.484375	3.5546875	-527.369806529688
HCI002	Erlotinib	0.163659846720285	736835559776088448	2	0.0078125	829.426503760466
HCI002	Everolimus	0.185792426399298	6.01786192639956e+25	3.2421875	1.77734375	9778.98414710828
HCI002	FK866	0.935511967827671	0.00166346436195716	0.770132211538462	0.233774038461538	-2363.36681243087
HCI002	Fulvestrant	0.0652822313855664	1.34405857090807e+43	0.58984375	0.4140625	18439.3979665375
HCI002	GDC-0449	0.106647742157302	62053.9261194418	10	0.0390625	203.491541479173
HCI002	GDC0941	0.0836620929851559	817846830752.782	3.3625	0.653125	1184.59613143938
HCI002	GSK1120212	0.171835247092449	40766.3506512778	0.770132211538462	0.233774038461538	1011.90555351925
HCI002	GSK1904529A	0.130235698941316	2.45466713488071e+37	5	0.01953125	904.966275303774
HCI002	GSK2118436	0.0451336261537633	1.34405862561239e+43	7.70132211538461	2.33774038461538	7602.89876710065
HCI002	GSK269962A	0.339733214334185	6.60949960587737	4.09446022727273	0.925071022727273	56.8274078732645
HCI002	GW 441756	0.0483432457787096	1.79207809454409e+43	2	0.0078125	1634.53409664895
HCI002	GW843682X (AN-13)	0.0137109830568575	6.04123992005685e+38	5	0.01953125	-19.28279994041
HCI002	Gefitinib	0.0352710821343393	3.72007597602084e-44	0.5	0.001953125	-1690.8688011112
HCI002	Gemcitibine	0.863906195397875	2.0333164400412e-05	10	0.0390625	-934.369787483554
HCI002	INCB-18424	0.103320474586164	1.34405857090807e+43	7.70132211538461	2.33774038461538	5411.49058920766
HCI002	JNJ-26854165	0.357308491173597	2.14015090151563	10	0.0390625	65.6965947142533
HCI002	JNK Inhibitor VIII	0.0338291235263155	1.79207809454409e+43	10	0.0390625	1480.35126652354
HCI002	JQ1	0.20640581829397	38778.5573256077	3.78480113636364	0.196599786931818	272.735221053355
HCI002	KU-55933	0.178832415024977	4.61047982269636	10	0.0390625	83.146609806754
HCI002	LCL161	0.1950478127577	99858.70457025	6.484375	3.5546875	1704.0030665554
HCI002	LY317615	0.0764519420304448	1.34405857090807e+43	10	0.0390625	1094.64576051344
HCI002	Lenalidomide	0.0651179019087427	2.99034565222975e+29	5	0.01953125	102.867305707097
HCI002	MK-2206	0.05673580917846	8.96039047272047e+42	3.27556818181818	0.740056818181818	260.249684389421
HCI002	NU-7441	0.196177587729317	0.75069362772966	2	0.0078125	80.8810287580171
HCI002	NVP-BEZ235	0.216829460959695	1.00570670340799	0.204723011363636	0.0462535511363636	168.494118433011
HCI002	Nilotinib	0.0988304310542508	104.253139099463	2	0.0078125	143.460393227675
HCI002	Nutlin-3a	0.331741261712549	1.21985835421465	6.55113636363636	1.48011363636364	-15.145034528715
HCI002	OSI-906	0.0192378422569013	1.34405857090807e+43	1.92533052884615	0.584435096153846	5561.35503879702
HCI002	Obatoclax Mesylate	0.832566657304493	0.0735279730094427	8.18892045454546	1.85014204545455	-236.512189866358
HCI002	Olaparib(1495) + Temozolomide(1375)	0.0829197511843846	331941.063550079	10	0.0390625	287.732993649867
HCI002	PAC-1	0.167987775452624	29.7964304804416	7.70132211538461	2.33774038461538	189.054241891817
HCI002	PD-0325901	0.0927008648687463	8.96039047272047e+42	0.21015625	0.0408203125	2718.05039100288
HCI002	PD-0332991	0.208790219962571	4082694.64285378	3.27556818181818	0.740056818181818	785.137389917942
HCI002	PD-173074	0.0772731597667977	2.44641381167264e+31	1.63778409090909	0.370028409090909	2025.06934549105
HCI002	PF-02341066	0.110165871958525	9.00064263320904e+42	0.818892045454545	0.185014204545455	4835.17819794436
HCI002	PF-4708671	0.489668427325658	0.992851802433643	8.18892045454546	1.85014204545455	-66.0358410622226
HCI002	PF-562271	0.199535527183263	3.74921729369531	7.70132211538461	2.33774038461538	29.5264435011394
HCI002	PF477736	0.0961986762111333	33480.0453898772	1	0.00390625	235.388048131471
HCI002	PLX4720	0.082825701490205	2.99034565222973e+29	10	0.0390625	778.740314873337
HCI002	Paclitaxel	0.0939859230919411	1.34405857090807e+43	0.01	3.90625e-05	1051.33688438869
HCI002	RO-3306	0.0492383826559728	1.79207809459338e+43	4.09446022727273	0.925071022727273	6198.46218452751
HCI002	SB 216763	0.0281062732615659	8.96039047272047e+42	10	0.0390625	155.353568810204
HCI002	SB-505124	0.0602327974119766	8.96039047272047e+42	6.54119318181818	1.84370561079545	-2680.56396996574
HCI002	SL 0101-1	0.0653001568102324	8.96039047272047e+42	10	0.0390625	943.612871264552
HCI002	Sorafenib	0.206116247398856	1.3502642314527	4	0.015625	80.415521925259
HCI002	TW 37	0.187478954120481	1.90604209985135	5	0.01953125	81.8069426644259
HCI002	Tamoxifen	0.345777876147742	3.21860586826195	4.09446022727273	0.925071022727273	11.9652108195446
HCI002	Temozolomide	0.0591220631236462	8.12340616054361e+26	19.453125	10.6640625	9913.87101865807
HCI002	Vinblastine	0.832886537938237	1.40130277711867e-05	0.1	0.000390625	-106.988182717454
HCI002	Vorinostat	0.508674911722737	0.577690240715753	10	0.0390625	48.2465796217525
HCI002	XAV 939	0.0627923023349301	1.34405857090807e+43	5.58143028846154	1.17563100961538	4327.42874036474
HCI002	YK 4-279	0.245532870015457	3.74794956201398	7.70132211538461	2.33774038461538	37.9226434164382
HCI002	ZM-447439	0.164282785662796	28.6766801571887	3.27556818181818	0.740056818181818	183.983949398096
HCI002	mirin	0.210914750416353	33.2316755366236	100	0.390625	80.1328867558362
HCI005	17-AAG	0.454277023966264	0.100028283068081	1	0.00390625	58.4809985730155
HCI005	681640	0.198249781194669	548.016998871992	2	0.0078125	201.225960430436
HCI005	ABT-263	0.569761442818357	0.0818798375245762	2	0.0078125	42.3706506228429
HCI005	AICAR	0.157717564183258	1491.15655209923	1674.57627118644	6.54131355932203	97.9079455313298
HCI005	AMG-706	0.0303063777820547	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI005	AZ628	0.107888294249347	4956.76460007827	1.63778409090909	0.370028409090909	638.82745653111
HCI005	AZD2281	0.0344581972479935	3.72007597602084e-44	5.27840909090909	1.47514204545455	-7874.42784998766
HCI005	AZD6482	0.207334418934308	18.2269797983001	4.09446022727273	0.925071022727273	200.386438445168
HCI005	AZD8055	0.407378665534858	0.332504760697639	1.63778409090909	0.370028409090909	-7.18818104245545
HCI005	Axitinib	0.049053700331566	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI005	BIBW2992	0.0487957361079086	3.64715985694536e+26	0.5	0.001953125	1215.46129877772
HCI005	BIRB 0796	0.0281047012986564	2.68811714181614e+43	10	0.0390625	1861.84469992511
HCI005	BMS-536924	0.165031059842865	9.99717249289782	3.27556818181818	0.740056818181818	175.011509987352
HCI005	BMS-708163	0.059311295725287	2.68811714181614e+43	4.09446022727273	0.925071022727273	6727.8361097614
HCI005	BMS-754807	0.230257324369973	18.2269797983001	8.18892045454546	1.85014204545455	153.788924501004
HCI005	BX-795	0.155674821783263	27.2023482773989	5	0.01953125	130.546639991756
HCI005	Bosutinib	0.0919860098004416	49.5956884679853	2	0.0078125	157.901785028365
HCI005	CEP-701	0.20640971068834	18.2269797983001	2	0.0078125	139.850045277503
HCI005	CHIR-99021	0.156412191691904	134.950076306271	8.18892045454546	1.85014204545455	288.375515662164
HCI005	Camptothecin	0.181307734946045	0.27217737770767	0.1	0.000390625	118.05683950997
HCI005	Cisplatin	0.315085566026693	2.01516423987677	7.31818181818182	0.0285866477272727	76.7426520821377
HCI005	Docetaxel	0.0232651850436458	2.68811714181614e+43	0.0125	4.8828125e-05	1982.3929022973
HCI005	GDC0941	0.253088065822639	4.4884233877351	3.3625	0.653125	117.625055330196
HCI005	GSK269962A	0.0173912932497515	4948361369.81985	4.09446022727273	0.925071022727273	1505.87637270842
HCI005	GW 441756	0.0588341255541105	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI005	Gefitinib	0.0134657074071412	2.68811714181614e+43	0.5	0.001953125	1915.8688011112
HCI005	JNK Inhibitor VIII	0.0712725090219378	4050564625.78662	10	0.0390625	457.419347307978
HCI005	JQ1	0.242122909621614	0.606227166769403	3.78480113636364	0.196599786931818	38.0745482934956
HCI005	KU-55933	0.210431711979818	6.69862245751651	10	0.0390625	92.7742043405476
HCI005	Lenalidomide	0.0122138757662842	3.72007597602084e-44	5	0.01953125	-1732.3929022973
HCI005	MK-2206	0.241895767220821	4.4884233877351	3.27556818181818	0.740056818181818	121.176873522888
HCI005	NU-7441	0.219969252868449	1.10528155133229	2	0.0078125	89.3051739750864
HCI005	NVP-BEZ235	0.445006332985877	0.0246321272161411	0.204723011363636	0.0462535511363636	-42.3582077194719
HCI005	Nilotinib	0.121233043362489	6055.4181286651	2	0.0078125	244.550135832507
HCI005	Nutlin-3a	0.166261084401353	9037.24010911482	6.55113636363636	1.48011363636364	586.008405991131
HCI005	Obatoclax Mesylate	0.75738711907006	0.122199282705525	8.18892045454546	1.85014204545455	-182.677553401894
HCI005	PD-0325901	0.111720407099385	49.5956884679853	0.21015625	0.0408203125	433.429117349233
HCI005	PD-0332991	0.167991043245554	6687266.24606271	3.27556818181818	0.740056818181818	1076.74167076712
HCI005	PD-173074	0.0632838409784826	49511608.6248517	1.63778409090909	0.370028409090909	1257.92577587244
HCI005	PF-02341066	0.0476347656635486	2.68811714181614e+43	0.818892045454545	0.185014204545455	6836.03218654026
HCI005	PF-4708671	0.192478046756444	27.2023482773989	8.18892045454546	1.85014204545455	180.706242733236
HCI005	PLX4720	0.0456194883584246	2.68811714181614e+43	10	0.0390625	1861.84469992511
HCI005	RO-3306	0.0869100088605982	5.45234552617405e+20	4.09446022727273	0.925071022727273	3215.12608045514
HCI005	SB 216763	0.0282789029803502	2217895870663578	10	0.0390625	695.702312019369
HCI005	SB-505124	0.0262528812704476	493717921914354368	6.54119318181818	1.84370561079545	3168.88796581761
HCI005	SL 0101-1	0.714633396780135	0.0300917718969044	10	0.0390625	-4.70519031411205
HCI005	Tamoxifen	0.298084638686891	1.64954666305872	4.09446022727273	0.925071022727273	38.8825290517766
HCI005	Vinblastine	0.230825388429082	0.122199282705525	0.1	0.000390625	103.61544770928
HCI005	Vorinostat	0.447640688868911	0.740595786147835	10	0.0390625	53.0603768886492
HCI005	ZM-447439	0.174946811368012	2.68811714181614e+43	3.27556818181818	0.740056818181818	6742.83715865194
HCI008	17-AAG	0.464892935649613	0.0818798375245762	1	0.00390625	54.8706506228429
HCI008	681640	0.11255278376964	74.0177037387914	2	0.0078125	165.122480928711
HCI008	ABT-263	0.314364050832646	0.332504760697639	2	0.0078125	67.6430862740509
HCI008	AICAR	0.21682307183392	548.016998871992	1674.57627118644	6.54131355932203	79.8562057804669
HCI008	AMG-706	0.0239149510355555	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI008	AZ628	0.113961788731251	99858.70457025	1.63778409090909	0.370028409090909	840.707343272849
HCI008	AZD2281	0.0824503125910733	245209271957847	5.27840909090909	1.47514204545455	2568.4475372385
HCI008	AZD6482	0.337113721207951	0.904746848252944	4.09446022727273	0.925071022727273	-1.49344829657122
HCI008	AZD8055	0.254799726381697	0.740595786147835	1.63778409090909	0.370028409090909	46.6464554220083
HCI008	Axitinib	0.0567874409481991	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI008	BIBW2992	0.260273128458465	246.042800237856	0.5	0.001953125	211.784568629746
HCI008	BIRB 0796	0.00373301124365955	2.68811714181614e+43	10	0.0390625	1861.84469992511
HCI008	BMS-536924	0.119910427447523	134.950076306271	3.27556818181818	0.740056818181818	349.974078496859
HCI008	BMS-708163	0.103834975268448	3.72007597602084e-44	4.09446022727273	0.925071022727273	-6717.36434723843
HCI008	BMS-754807	0.175751856533051	40.5973869501912	8.18892045454546	1.85014204545455	207.623560965468
HCI008	BX-795	0.161205780286676	14.9200016102723	5	0.01953125	119.715596141238
HCI008	Bosutinib	0.0421427470983275	1220.61133576083	2	0.0078125	215.667352231127
HCI008	CEP-701	0.35949489595866	0.27217737770767	2	0.0078125	64.0327383238784
HCI008	CHIR-99021	0.159325470108836	24590.3682355451	8.18892045454546	1.85014204545455	638.300652681178
HCI008	Camptothecin	0.331416667941191	0.0300917718969044	0.1	0.000390625	78.343012058072
HCI008	Cisplatin	0.126181513866316	90.4235284957777	7.31818181818182	0.0285866477272727	145.339263135417
HCI008	Docetaxel	0.0176924631671155	2.68811714181614e+43	0.0125	4.8828125e-05	1982.3929022973
HCI008	GDC0941	0.494103561036558	0.27217737770767	3.3625	0.653125	-53.4161095422694
HCI008	GSK269962A	0.0995469469358022	14.9200016102723	4.09446022727273	0.925071022727273	186.927779329052
HCI008	GW 441756	0.142718895794186	2.68811714181614e+43	2	0.0078125	1890.8688011112
HCI008	Gefitinib	0.0740143286926573	668348512.213505	0.5	0.001953125	478.950316942517
HCI008	JNK Inhibitor VIII	0.0830173501117629	997458119.836658	10	0.0390625	432.14691165677
HCI008	JQ1	0.270483585501029	0.406203545708856	3.78480113636364	0.196599786931818	24.5364325573498
HCI008	KU-55933	0.0945888177010279	49.5956884679853	10	0.0390625	128.877683842273
HCI008	Lenalidomide	0.038760112008902	1.80423620121348e+37	5	0.01953125	1618.00999546286
HCI008	MK-2206	0.451856295667695	0.496237467999712	3.27556818181818	0.740056818181818	-26.8683767543872
HCI008	NU-7441	0.156632658461931	2.01516423987677	2	0.0078125	100.136217825604
HCI008	NVP-BEZ235	0.481884735714955	0.0201630430162398	0.204723011363636	0.0462535511363636	-55.8168668355878
HCI008	Nilotinib	0.0941282220716286	201.402482274496	2	0.0078125	183.174220679573
HCI008	Nutlin-3a	0.181550190106036	20128.8604986406	6.55113636363636	1.48011363636364	639.843042455595
HCI008	Obatoclax Mesylate	0.539320904443963	0.496237467999712	8.18892045454546	1.85014204545455	-88.4669395890827
HCI008	PD-0325901	0.205183381194122	40.5973869501912	0.21015625	0.0408203125	421.211891286914
HCI008	PD-0332991	0.110028459800813	669.483491254295	3.27556818181818	0.740056818181818	457.643351425787
HCI008	PD-173074	0.0630000957216406	1.34113104811684e+24	1.63778409090909	0.370028409090909	3801.61234881836
HCI008	PF-02341066	0.253383766790459	13487.3772635413	0.818892045454545	0.185014204545455	752.718266055853
HCI008	PF-4708671	0.212748962088052	5.48327034751385	8.18892045454546	1.85014204545455	73.0369698043087
HCI008	PLX4720	0.0472305404185422	16420998996955428	10	0.0390625	731.805791521095
HCI008	RO-3306	0.0589658064711616	18165231585768.4	4.09446022727273	0.925071022727273	2057.68139646917
HCI008	SB 216763	0.029997183856691	2.68811714181614e+43	10	0.0390625	1861.84469992511
HCI008	SB-505124	0.120797327455867	11040.3200484786	6.54119318181818	1.84370561079545	686.823225498731
HCI008	SL 0101-1	0.669566954967429	0.122199282705525	10	0.0390625	20.567245337096
HCI008	Tamoxifen	0.347417806621029	0.740595786147835	4.09446022727273	0.925071022727273	-14.9521074126872
HCI008	Vinblastine	0.336974271873852	0.122199282705525	0.1	0.000390625	103.61544770928
HCI008	Vorinostat	0.418421434303508	0.904746848252944	10	0.0390625	56.6707248388218
HCI008	ZM-447439	0.0407507836904721	300067953.764742	3.27556818181818	0.740056818181818	1332.45619397332
HCI009	(5Z)-7-Oxozeaenol	0.035107939535609	1.80219647025119e+41	7.70132211538461	2.33774038461538	7896.76576413611
HCI009	17-AAG	0.348913684979798	0.784788579679016	1	0.00390625	80.1430862740509
HCI009	5-Fluorouracil	0.139215577174049	11040.3200484786	20	0.078125	213.857078496933
HCI009	681640	0.0731721608216349	1.34485328702218e+23	2	0.0078125	569.481451348041
HCI009	ABT-263	0.137366570089119	2020.41893876143	2	0.0078125	150.68108912802
HCI009	AG-014699	0.0160477374711986	2.68811714181614e+43	5	0.01953125	1874.34469992511
HCI009	AICAR	0.119186560811317	5877.96842883645	1674.57627118644	6.54131355932203	119.570033232366
HCI009	AMG-706	0.0961642585368531	1.79207809454409e+43	2	0.0078125	1387.82698672049
HCI009	AZ628	0.0730793097263462	8.96039047272047e+42	1.63778409090909	0.370028409090909	3106.2482944857
HCI009	AZ960	0.0195572849472136	2.68811714181614e+43	7.70132211538461	2.33774038461538	8316.57575990104
